;Country Code;City;Location;Coordinates;Pollutant;Source Name;Unit;Value;Last Updated;Country Label
0;ES;Alicante/Alacant;ES2008A;37.9911111095,-0.69;PM2.5;EEA Spain;µg/m³;9.0;2021-08-06T11:00:00+02:00;Spain
1;ES;Alicante/Alacant;ES1849A;38.2591666595,-0.7175;CO;EEA Spain;µg/m³;100.0;2021-08-06T11:00:00+02:00;Spain
7;ES;Almería;ES1835A;36.9499999995,-1.96148;CO;EEA Spain;µg/m³;417.0;2021-08-06T09:00:00+02:00;Spain
8;ES;Huelva;ES0787A;37.1903299995,-6.90453;SO2;EEA Spain;µg/m³;41.0;2021-08-06T08:00:00+02:00;Spain
9;ES;Bizkaia;ES1491A;43.4061111095,-2.70388888;O3;EEA Spain;µg/m³;54.0;2021-08-06T04:00:00+02:00;Spain
11;ES;Cantabria;ES1529A;43.4677799995,-3.79028;NO2;EEA Spain;µg/m³;2.25;2021-08-06T03:00:00+02:00;Spain
12;ES;Guadalajara;ES1537A;40.6298399995,-3.17159;SO2;EEA Spain;µg/m³;4.0;2021-08-06T03:00:00+02:00;Spain
13;FR;Meurthe-et-Moselle;FR30030;48.6149070396,6.10767256619;PM10;EEA France;µg/m³;10.2;2021-08-06T10:00:00+02:00;France
14;FR;Deux-Sèvres;FR09301;46.8243469168,-0.135460554954;NO2;EEA France;µg/m³;2.3;2021-08-06T10:00:00+02:00;France
15;AU;Townsville;North Ward;-19.2509,146.807;PM2.5;Australia - Queensland;µg/m³;5.2;2021-08-06T13:00:00+02:00;Australia
16;AU;Melbourne;Mooroolbark;-37.7749672,145.3285;PM10;Australia - Victoria;µg/m³;24.27;2021-08-06T13:00:00+02:00;Australia
17;AU;Traralgon;Traralgon;-38.1942825,146.531464;NO2;Australia - Victoria;ppm;0.007;2021-08-06T13:00:00+02:00;Australia
18;AU;Geelong;Geelong South;-38.17356,144.3703;PM10;Australia - Victoria;µg/m³;9.42;2021-08-06T13:00:00+02:00;Australia
19;BE;Brabant wallon;BETN063;50.655439,4.668288;SO2;EEA Belgium;µg/m³;1.0;2021-08-06T03:00:00+02:00;Belgium
20;BR;Diadema;Diadema;-23.68587641,-46.61162193;PM10;Sao Paulo CETESB;µg/m³;28.0;2021-08-06T14:00:00+02:00;Brazil
21;BR;Diadema;Diadema;-23.68587641,-46.61162193;O3;Sao Paulo CETESB;µg/m³;11.0;2021-08-06T14:00:00+02:00;Brazil
23;BR;Americana;Americana;-22.7242527,-47.33954929;PM10;Sao Paulo CETESB;µg/m³;33.0;2021-08-06T14:00:00+02:00;Brazil
24;BR;Limeira;Limeira;-22.56360378,-47.41431403;O3;Sao Paulo CETESB;µg/m³;25.0;2021-08-06T14:00:00+02:00;Brazil
25;BR;Marília;Marília;-22.19980949,-49.95996975;PM10;Sao Paulo CETESB;µg/m³;35.0;2021-08-06T14:00:00+02:00;Brazil
26;CL;Puente Alto;Puente Alto;-33.591390623,-70.594788;NO2;Chile - SINCA;µg/m³;84.98;2021-08-06T14:00:00+02:00;Chile
27;CL;La Florida;La Florida;-33.5166303623,-70.588123962;NO2;Chile - SINCA;µg/m³;87.23;2021-08-06T14:00:00+02:00;Chile
28;CL;Pudahuel;Pudahuel;-33.4378113791,-70.7501712331;O3;Chile - SINCA;µg/m³;18.96;2021-08-06T11:00:00+02:00;Chile
29;CL;Tocopilla;Gobernación;-22.093082,-70.20121;PM10;Chile - SINCA;µg/m³;29.89;2021-08-06T13:00:00+02:00;Chile
30;CL;Talcahuano;Indura;-36.769803,-73.113708;O3;Chile - SINCA;µg/m³;1.23;2021-08-06T13:00:00+02:00;Chile
31;CL;Hualpén;JUNJI;-36.780632,-73.115657;CO;Chile - SINCA;µg/m³;964.77;2021-08-06T13:00:00+02:00;Chile
32;CL;Viña del Mar;Viña del Mar;-33.0204198174,-71.5500928429;PM2.5;Chile - SINCA;µg/m³;12.89;2021-08-06T13:00:00+02:00;Chile
33;CL;Valdivia;Valdivia;-39.8313161047,-73.2285128221;PM2.5;Chile - SINCA;µg/m³;2.0;2021-08-06T13:00:00+02:00;Chile
34;CL;Temuco;Ñielol;-38.72700326,-72.5800019503;PM2.5;Chile - SINCA;µg/m³;25.0;2021-08-06T13:00:00+02:00;Chile
35;CL;Huasco;EME F;-28.4664230019,-71.2215542793;CO;Chile - SINCA;µg/m³;928.75;2021-08-06T13:00:00+02:00;Chile
36;CZ;Olomoucký;CZ0MOLJ;49.6014633179,17.238073349;PM2.5;EEA Czech Republic;µg/m³;16.0;2021-08-06T11:00:00+02:00;Czech Republic
37;CZ;Ústecký;CZ0UULD;50.6831245422,13.9978733063;PM10;EEA Czech Republic;µg/m³;58.0;2021-08-06T11:00:00+02:00;Czech Republic
38;DK;Syddanmark;DK0031A;55.3944486944,10.3937773318;CO;EEA Denmark;µg/m³;130.0;2021-08-06T13:00:00+02:00;Denmark
39;ET;Addis Ababa;US Diplomatic Post: Addis Ababa Central;9.058498,38.761642;PM2.5;StateAir_Addis_Ababa_Central;µg/m³;45.0;2021-08-06T14:00:00+02:00;Ethiopia
40;GB;Chesterfield;Chesterfield Roadside;53.231722,-1.456944;PM10;DEFRA;µg/m³;8.0;2021-08-06T13:00:00+02:00;United Kingdom
42;GB;Blackburn;Blackburn Accrington Road;53.747751,-2.452724;NO2;DEFRA;µg/m³;14.0;2021-08-06T13:00:00+02:00;United Kingdom
43;GB;Dumfries;Dumfries;55.070033,-3.614233;NO2;DEFRA;µg/m³;15.0;2021-08-06T13:00:00+02:00;United Kingdom
44;GB;Hull;Hull Freetown;53.74878,-0.341222;SO2;DEFRA;µg/m³;6.0;2021-08-06T13:00:00+02:00;United Kingdom
45;GB;Leicester;Leicester University;52.619823,-1.127311;PM2.5;DEFRA;µg/m³;4.0;2021-08-06T13:00:00+02:00;United Kingdom
46;GB;Derby;Derby St Alkmund's Way;52.922983,-1.469507;NO2;DEFRA;µg/m³;23.0;2021-08-06T13:00:00+02:00;United Kingdom
47;GB;Crawley;Crawley - Gatwick Airport;51.158094,-0.150715;NO2;London Air Quality Network;µg/m³;9.6;2021-08-06T13:00:00+02:00;United Kingdom
48;GB;Wandsworth;Wandsworth - Putney High Street;51.463429,-0.215871;NO2;London Air Quality Network;µg/m³;64.5;2021-08-06T13:00:00+02:00;United Kingdom
49;GB;Rother;Rother - De La Warr Road;50.845402,0.49292;PM10;London Air Quality Network;µg/m³;28.4;2021-08-06T12:00:00+02:00;United Kingdom
50;HR;Sisacko-moslavacka;HR0006A;45.4581249995,16.3883555556;CO;EEA Croatia;µg/m³;200.0;2021-08-06T11:00:00+02:00;Croatia
51;HR;Zagrebacka;HR0026A;45.7148444091,16.0682553186;NO2;EEA Croatia;µg/m³;1.0;2021-08-06T11:00:00+02:00;Croatia
52;HU;Csongrád;HU0057A;46.2666139995,20.153053;NO2;EEA Hungary;µg/m³;4.5424345;2021-08-06T13:00:00+02:00;Hungary
53;HU;Pest;HU0032A;47.3066673295,18.92000198;SO2;EEA Hungary;µg/m³;4.954031;2021-08-06T13:00:00+02:00;Hungary
54;HU;Fejér;HU0033A;46.9761123695,18.93611336;PM10;EEA Hungary;µg/m³;3.2927008;2021-08-06T13:00:00+02:00;Hungary
55;HU;Fejér;HU0033A;46.9761123695,18.93611336;O3;EEA Hungary;µg/m³;61.04327;2021-08-06T13:00:00+02:00;Hungary
56;IT;Venezia;IT0963A;45.499167,12.262222;O3;EEA Italy;µg/m³;91.0;2021-08-06T13:00:00+02:00;Italy
57;IT;L'Aquila;IT1856A;42.36417,13.38306;SO2;EEA Italy;µg/m³;1.0;2021-08-06T13:00:00+02:00;Italy
58;IT;Lecco;IT0776A;45.849444,9.395833;NO2;EEA Italy;µg/m³;32.086075;2021-08-06T13:00:00+02:00;Italy
59;IT;Brescia;IT1251A;45.53861,10.23194;CO;EEA Italy;µg/m³;549.019;2021-08-06T13:00:00+02:00;Italy
60;IT;Bari;IT2144A;41.107778,16.766111;O3;EEA Italy;µg/m³;97.3;2021-08-06T13:00:00+02:00;Italy
61;IT;Brescia;IT0743A;45.463333,10.480833;O3;EEA Italy;µg/m³;92.84;2021-08-06T13:00:00+02:00;Italy
62;IT;Alessandria;IT1830A;44.9203,8.6232;O3;EEA Italy;µg/m³;91.0;2021-08-06T13:00:00+02:00;Italy
63;IT;Matera;IT1895A;40.420377,16.548431;CO;EEA Italy;µg/m³;231.0;2021-08-06T13:00:00+02:00;Italy
64;IT;Terni;IT2134A;42.53417,12.52194;CO;EEA Italy;µg/m³;500.0;2021-08-06T12:00:00+02:00;Italy
65;IT;Parma;IT1105A;44.78833,10.33667;NO2;EEA Italy;µg/m³;23.0;2021-08-06T11:00:00+02:00;Italy
66;IT;Reggio Di Calabria;IT2094A;38.39092,16.23452;O3;EEA Italy;µg/m³;88.29284;2021-08-06T11:00:00+02:00;Italy
67;IT;Vibo Valentia;IT2092A;38.6758,16.09825;NO2;EEA Italy;µg/m³;8.56126;2021-08-06T11:00:00+02:00;Italy
68;IT;Cagliari;IT2011A;39.8425,9.216389;O3;EEA Italy;µg/m³;99.4493;2021-08-06T09:00:00+02:00;Italy
69;IT;Sassari;IT2059A;40.553333,8.324722;O3;EEA Italy;µg/m³;34.731;2021-08-06T09:00:00+02:00;Italy
70;MT;Msida;MT00005;35.8958358795,14.48998642;PM2.5;EEA Malta;µg/m³;11.55;2021-08-06T12:00:00+02:00;Malta
71;AT;Oberösterreich;AT4S235;47.8158549995,13.720737;O3;EEA Austria;µg/m³;83.393;2021-08-06T13:00:00+02:00;Austria
72;CN;徐州市;大泉街道;34.4422,117.4754;PM2.5;ChinaAQIData;µg/m³;16.0;2021-08-06T13:00:00+02:00;China
73;CN;邯郸市;峰峰矿区临水派出所;36.44293,114.20016;CO;ChinaAQIData;µg/m³;900.0;2021-08-06T13:00:00+02:00;China
74;CN;安阳市;左辅环卫站;36.0637,114.4705;CO;ChinaAQIData;µg/m³;600.0;2021-08-06T13:00:00+02:00;China
76;CN;吴忠市;文卫南街;37.9768,106.2112;CO;ChinaAQIData;µg/m³;500.0;2021-08-06T13:00:00+02:00;China
77;CN;淮北市;杜集区检察院;33.9836,116.8873;PM2.5;ChinaAQIData;µg/m³;14.0;2021-08-06T13:00:00+02:00;China
78;CN;黔南布依族苗族自治州;沙坝;26.2978,107.5175;CO;ChinaAQIData;µg/m³;600.0;2021-08-06T13:00:00+02:00;China
79;CN;中卫市;沙坡头区政府站;37.5162,105.1698;PM10;ChinaAQIData;µg/m³;55.0;2021-08-06T13:00:00+02:00;China
80;CN;池州市;第十二中学;30.6243,117.5038;PM2.5;ChinaAQIData;µg/m³;16.0;2021-08-06T13:00:00+02:00;China
81;CN;泸州市;纳溪区环保局;28.7703,105.3617;NO2;ChinaAQIData;µg/m³;13.0;2021-08-06T13:00:00+02:00;China
82;CN;兰州新区;舟曲中学;36.4789,103.6975;SO2;ChinaAQIData;µg/m³;13.0;2021-08-06T13:00:00+02:00;China
83;CN;大庆市;萨区政府监测点;46.634,125.141;SO2;ChinaAQIData;µg/m³;13.0;2021-08-06T13:00:00+02:00;China
84;CN;雄安新区;雄县环境保护局;38.9816,116.0901;PM10;ChinaAQIData;µg/m³;90.0;2021-08-06T13:00:00+02:00;China
85;CN;恩施土家族苗族自治州;龙凤新区;30.3772,109.5061;CO;ChinaAQIData;µg/m³;1100.0;2021-08-06T13:00:00+02:00;China
86;DE;Berlin;DEBE010;52.543041,13.349326;O3;EEA Germany;µg/m³;58.33;2021-08-06T04:00:00+02:00;Germany
87;DE;Baden-Württemberg;DEBW019;48.396836,9.979031;PM2.5;EEA Germany;µg/m³;5.0;2021-08-06T02:00:00+02:00;Germany
88;DE;Niedersachsen;DENI051;51.75816,10.61248;O3;EEA Germany;µg/m³;85.66;2021-08-06T02:00:00+02:00;Germany
89;FR;Côte-d'Or;FR26005;47.3080413032,5.06611192686;O3;EEA France;µg/m³;52.9;2021-08-06T10:00:00+02:00;France
90;FR;Dordogne;FR31033;45.1897286683,0.727222155106;O3;EEA France;µg/m³;51.3;2021-08-06T10:00:00+02:00;France
91;FR;Dordogne;FR31033;45.1897286683,0.727222155106;PM10;EEA France;µg/m³;12.7;2021-08-06T10:00:00+02:00;France
93;FR;Cher;FR34038;46.81481883,2.61008200747;O3;EEA France;µg/m³;51.9;2021-08-06T10:00:00+02:00;France
94;FR;Hauts-de-Seine;FR04002;48.9296919603,2.29471944382;PM2.5;EEA France;µg/m³;3.1;2021-08-06T10:00:00+02:00;France
95;FR;Val-de-Marne;FR04101;48.8163672246,2.51750163429;NO2;EEA France;µg/m³;12.4;2021-08-06T10:00:00+02:00;France
96;FR;Côtes-d'Armor;FR19061;48.5134875186,-2.74952748902;PM10;EEA France;µg/m³;6.5;2021-08-06T09:00:00+02:00;France
97;FR;Marne;FR14011;49.2507146919,4.02306008417;PM2.5;EEA France;µg/m³;7.7;2021-08-06T09:00:00+02:00;France
98;FR;Hautes-Alpes;FR24033;44.555222129,6.07306047829;NO2;EEA France;µg/m³;6.3;2021-08-06T04:00:00+02:00;France
99;FR;Marne;FR14012;49.2241447319,4.02055378452;SO2;EEA France;µg/m³;3.1;2021-08-06T04:00:00+02:00;France
100;FR;Allier;FR07022;46.6526446515,3.60066325442;NO2;EEA France;µg/m³;0.4;2021-08-06T04:00:00+02:00;France
101;FR;Meurthe-et-Moselle;FR30037;48.6569370295,6.13602339655;O3;EEA France;µg/m³;57.1;2021-08-06T04:00:00+02:00;France
102;FR;Cantal;FR07031;45.1047035126,3.27735958366;O3;EEA France;µg/m³;68.7;2021-08-06T04:00:00+02:00;France
103;FR;Cantal;FR07031;45.1047035126,3.27735958366;PM10;EEA France;µg/m³;6.0;2021-08-06T04:00:00+02:00;France
104;FR;Sarthe;FR23182;47.9710503786,0.221422141121;NO2;EEA France;µg/m³;0.8;2021-08-06T04:00:00+02:00;France
105;GR;ΑΤΤΙΚΗ;GR0003A;37.988028,23.727628;PM2.5;EEA Greece;µg/m³;98.0;2021-08-06T10:00:00+02:00;Greece
106;IS;Kópavogur;Kópavogur Dalsmári;64.10495,-21.889;PM2.5;Umhverfisstofnun;µg/m³;5.27616;2021-08-06T14:00:00+02:00;Iceland
107;MK;Gazi Baba Municipality;MK0030A;42.0036099995,21.46362;PM10;EEA Macedonia;µg/m³;29.01;2021-08-06T02:00:00+02:00;Macedonia, The former Yugoslav Rep. of
108;MK;Cair Municipality;MK0043A;41.9991699995,21.44084;O3;EEA Macedonia;µg/m³;84.8;2021-08-06T02:00:00+02:00;Macedonia, The former Yugoslav Rep. of
110;NL;Amsterdam;Amsterdam-Westerpark;52.394,4.87016;SO2;Netherlands;µg/m³;0.7;2021-08-06T04:00:00+02:00;Netherlands
111;NL;Utrecht;Utrecht-Griftpark;52.1013,5.12818;PM2.5;Netherlands;µg/m³;10.6698;2021-08-06T04:00:00+02:00;Netherlands
115;NL;Den Haag;Den Haag-Veerkade;52.0751,4.31587;NO2;Netherlands;µg/m³;10.57;2021-08-06T04:00:00+02:00;Netherlands
116;NL;Vlaardingen;Vlaardingen-Riouwlaan;;NO2;Netherlands;µg/m³;14.38;2021-08-06T04:00:00+02:00;Netherlands
118;CN;惠州市;河南岸金山湖子站;23.0528,114.4183;NO2;ChinaAQIData;µg/m³;22.0;2021-08-06T13:00:00+02:00;China
119;CN;银川市;上海东路;38.4842,106.2757;O3;ChinaAQIData;µg/m³;173.0;2021-08-06T13:00:00+02:00;China
121;CN;渭南市;日报社;34.4877,109.4974;CO;ChinaAQIData;µg/m³;700.0;2021-08-06T13:00:00+02:00;China
122;CN;巴音郭楞州;棉纺厂;41.7166,86.1972;PM2.5;ChinaAQIData;µg/m³;32.0;2021-08-06T13:00:00+02:00;China
123;CN;晋中市;榆次三中;37.6828,112.7195;NO2;ChinaAQIData;µg/m³;16.0;2021-08-06T13:00:00+02:00;China
127;CN;丹东市;江湾东路;40.0625,124.3303;PM2.5;ChinaAQIData;µg/m³;13.0;2021-08-06T13:00:00+02:00;China
128;CN;临沂市;沂河小区;35.0532,118.3429;SO2;ChinaAQIData;µg/m³;9.0;2021-08-06T13:00:00+02:00;China
129;CN;石嘴山市;沙湖旅游区(对照点);38.817,106.3394;PM2.5;ChinaAQIData;µg/m³;32.0;2021-08-06T13:00:00+02:00;China
130;CN;泉州市;津头埔;24.8978,118.5972;PM2.5;ChinaAQIData;µg/m³;8.0;2021-08-06T13:00:00+02:00;China
131;CN;莆田市;涵江区六中;25.4561,119.1119;O3;ChinaAQIData;µg/m³;98.0;2021-08-06T13:00:00+02:00;China
132;CN;玉溪市;玉溪一中;24.3703,102.5389;O3;ChinaAQIData;µg/m³;124.0;2021-08-06T13:00:00+02:00;China
133;CN;白山市;环保局;41.9419,126.4077;PM2.5;ChinaAQIData;µg/m³;12.0;2021-08-06T13:00:00+02:00;China
134;CN;黑河市;环保局;50.2341,127.5144;O3;ChinaAQIData;µg/m³;73.0;2021-08-06T13:00:00+02:00;China
135;CN;济宁市;电化厂;35.4042,116.5491;PM10;ChinaAQIData;µg/m³;64.0;2021-08-06T13:00:00+02:00;China
136;CN;寿光市;监测站;36.881,118.746;PM10;ChinaAQIData;µg/m³;62.0;2021-08-06T13:00:00+02:00;China
137;CN;桂林市;监测站;25.2697,110.2819;PM10;ChinaAQIData;µg/m³;30.0;2021-08-06T13:00:00+02:00;China
138;CN;乌鲁木齐市;米东区环保局;44.1747,87.7216;PM2.5;ChinaAQIData;µg/m³;48.0;2021-08-06T13:00:00+02:00;China
139;CN;汕头市;龙湖子站;23.3633,116.7244;CO;ChinaAQIData;µg/m³;1100.0;2021-08-06T13:00:00+02:00;China
141;CN;石河子市;艾青诗歌馆;44.2967,86.0497;PM2.5;ChinaAQIData;µg/m³;11.0;2021-08-06T13:00:00+02:00;China
142;CN;长春市;高新区管委会;43.7783,125.245;SO2;ChinaAQIData;µg/m³;4.0;2021-08-06T13:00:00+02:00;China
147;CN;常州市;行政中心;31.8174,119.9805;O3;ChinaAQIData;µg/m³;151.0;2021-08-06T13:00:00+02:00;China
148;CN;德阳市;西小区;31.1317,104.3826;NO2;ChinaAQIData;µg/m³;15.0;2021-08-06T13:00:00+02:00;China
149;CN;达州市;达县机关宾馆;31.1986,107.5082;O3;ChinaAQIData;µg/m³;202.0;2021-08-06T13:00:00+02:00;China
150;CN;迪庆州;迪庆州站;27.8317,99.7056;PM2.5;ChinaAQIData;µg/m³;15.0;2021-08-06T13:00:00+02:00;China
151;CN;无锡市;黄巷;31.6219,120.275;NO2;ChinaAQIData;µg/m³;34.0;2021-08-06T13:00:00+02:00;China
152;CN;阜新市;长青街;42.0279,121.6697;NO2;ChinaAQIData;µg/m³;25.0;2021-08-06T13:00:00+02:00;China
153;CN;龙岩市;闽西职业技术学院;25.0661,117.0258;PM10;ChinaAQIData;µg/m³;17.0;2021-08-06T13:00:00+02:00;China
154;CN;四平市;一商场;43.1713,124.4002;PM10;ChinaAQIData;µg/m³;56.0;2021-08-06T13:00:00+02:00;China
155;CN;宁波市;万里学院;29.82,121.56;PM2.5;ChinaAQIData;µg/m³;17.0;2021-08-06T13:00:00+02:00;China
156;CN;莆田市;东圳水库(对照点);25.4792,118.981;SO2;ChinaAQIData;µg/m³;4.0;2021-08-06T13:00:00+02:00;China
158;CN;克拉玛依市;乌尔禾区商贸楼;46.098,85.6979;PM10;ChinaAQIData;µg/m³;40.0;2021-08-06T13:00:00+02:00;China
159;CN;株洲市;云田中学;27.9958,113.1817;NO2;ChinaAQIData;µg/m³;15.0;2021-08-06T13:00:00+02:00;China
160;CN;阿坝藏族羌族自治州;马师校;31.8896,102.2502;PM10;ChinaAQIData;µg/m³;33.0;2021-08-06T13:00:00+02:00;China
161;CN;佳木斯市;佳纺;46.8028,130.2751;PM2.5;ChinaAQIData;µg/m³;17.0;2021-08-06T13:00:00+02:00;China
163;CN;毕节市;八中;27.3125,105.2864;CO;ChinaAQIData;µg/m³;500.0;2021-08-06T13:00:00+02:00;China
165;CN;永州市;冷水滩区环保局;26.4519,111.5989;NO2;ChinaAQIData;µg/m³;26.0;2021-08-06T13:00:00+02:00;China
166;CN;白银市;动力公司;36.5482,104.1465;O3;ChinaAQIData;µg/m³;128.0;2021-08-06T13:00:00+02:00;China
167;CN;呼和浩特市;化肥厂生活区;40.7612,111.717;CO;ChinaAQIData;µg/m³;1000.0;2021-08-06T13:00:00+02:00;China
168;CN;上海市;十五厂;31.2036,121.478;PM2.5;ChinaAQIData;µg/m³;17.0;2021-08-06T13:00:00+02:00;China
169;CN;威海市;华夏技校;37.4236,122.1214;PM2.5;ChinaAQIData;µg/m³;14.0;2021-08-06T13:00:00+02:00;China
170;CN;深圳市;南海子站;22.5171,113.9181;NO2;ChinaAQIData;µg/m³;50.0;2021-08-06T13:00:00+02:00;China
171;CN;肇庆市;城中子站;23.0475,112.4645;NO2;ChinaAQIData;µg/m³;32.0;2021-08-06T13:00:00+02:00;China
172;US;South Bend-Mishawaka;South Bend-Shields D;41.6967,-86.2147;PM2.5;AirNow;µg/m³;13.4;2021-08-06T13:00:00+02:00;United States
173;US;Poughkeepsie-Newburgh-Middletown;Newburgh;41.4994,-74.0097;PM2.5;AirNow;µg/m³;8.0;2021-08-06T13:00:00+02:00;United States
174;US;Durham;Burdens Creek;35.889402,-78.8747;PM10;AirNow;µg/m³;24.0;2021-08-06T13:00:00+02:00;United States
175;US;Watertown-Fort Drum;Perch River;44.0878,-75.9744;O3;AirNow;ppm;0.003;2021-08-06T13:00:00+02:00;United States
176;US;STEVENS;Colville-E 1st St;48.54469,-117.903222;PM2.5;AirNow;µg/m³;31.0;2021-08-06T13:00:00+02:00;United States
177;US;ADAIR;STILWELL CASTNET & N;35.750599,-94.669701;O3;AirNow;ppm;0.02;2021-08-06T12:00:00+02:00;United States
178;US;Greenville;Greenville-ESC;34.843899,-82.414597;PM2.5;AirNow;µg/m³;12.9;2021-08-06T13:00:00+02:00;United States
179;US;Paducah;SMITHLD;37.1556,-88.3931;O3;AirNow;ppm;0.001;2021-08-06T13:00:00+02:00;United States
181;US;Ponca City;Ponca City;36.697189,-97.081278;PM10;AirNow;µg/m³;25.0;2021-08-06T13:00:00+02:00;United States
182;US;Ponca City;Ponca City;36.697189,-97.081278;PM2.5;AirNow;µg/m³;17.5;2021-08-06T13:00:00+02:00;United States
183;US;Chicago-Naperville-Joliet;Hammond-141st St;41.6394,-87.4936;SO2;AirNow;ppm;0.001;2021-08-06T13:00:00+02:00;United States
185;US;Harrisburg-Carlisle;Harrisburg;40.246992,-76.846988;O3;AirNow;ppm;0.004;2021-08-06T13:00:00+02:00;United States
187;US;Las Vegas-Paradise;Joe Neal;36.270592,-115.238282;NO2;AirNow;ppm;0.007;2021-08-06T13:00:00+02:00;United States
188;US;Dover;KILLENS;38.9847,-75.5556;PM2.5;AirNow;µg/m³;10.6;2021-08-06T13:00:00+02:00;United States
189;US;Bridgeport-Stamford-Norwalk;Greenwich;41.0036,-73.5853;O3;AirNow;ppm;0.012;2021-08-06T13:00:00+02:00;United States
190;US;Gettysburg;Arendtsville;39.9233,-77.3081;PM2.5;AirNow;µg/m³;11.6;2021-08-06T13:00:00+02:00;United States
191;US;Kalispell;Glacier NP;48.5103,-113.9956;O3;AirNow;ppm;0.008;2021-08-06T13:00:00+02:00;United States
192;US;Lake City;Lake City;30.1783,-82.6192;O3;AirNow;ppm;0.013;2021-08-06T13:00:00+02:00;United States
194;US;Augusta-Richmond County;Augusta;33.4333,-82.0219;PM10;AirNow;µg/m³;15.0;2021-08-06T12:00:00+02:00;United States
196;US;Sarasota-Bradenton-Venice;Bee Ridge;27.2906,-82.5072;PM2.5;AirNow;µg/m³;7.5;2021-08-06T13:00:00+02:00;United States
197;US;Farmington;Bloomfield;36.7422,-107.9769;NO2;AirNow;ppm;0.005;2021-08-06T13:00:00+02:00;United States
199;US;IRON;Buick NE;37.652142,-91.11653;SO2;AirNow;ppm;0.001;2021-08-06T13:00:00+02:00;United States
200;US;Tuscaloosa;TUSCALOO;33.0894,-87.4597;O3;AirNow;ppm;0.003;2021-08-06T13:00:00+02:00;United States
201;US;Red Wing;Stanton;44.471901,-93.013298;O3;AirNow;ppm;0.012;2021-08-06T13:00:00+02:00;United States
202;US;Santa Fe;Santa Fe Airport;35.6198,-106.0797;O3;AirNow;ppm;0.029;2021-08-06T13:00:00+02:00;United States
203;US;Miami-Fort Lauderdale-Miami Beach;Near Road;26.131256,-80.167847;CO;AirNow;ppm;0.45;2021-08-06T13:00:00+02:00;United States
204;US;Oklahoma City;Near Road OKC;35.502968,-97.577674;CO;AirNow;ppm;1.1;2021-08-06T13:00:00+02:00;United States
205;US;Wichita;PECK;37.4769,-97.3664;PM2.5;AirNow;µg/m³;18.0;2021-08-06T13:00:00+02:00;United States
206;US;Pullman;Pullman-Dexter Ave;46.7245,-117.1801;PM2.5;AirNow;µg/m³;4.0;2021-08-06T13:00:00+02:00;United States
209;US;Laconia;Laconia;43.566122,-71.496335;PM2.5;AirNow;µg/m³;2.0;2021-08-06T13:00:00+02:00;United States
211;US;New Haven-Milford;New Haven - Criscuol;41.301288,-72.902685;NO2;AirNow;ppm;0.03;2021-08-06T13:00:00+02:00;United States
212;US;PINAL;Hidden Valley;32.884761,-112.03705;PM10;AirNow;µg/m³;305.0;2021-08-06T13:00:00+02:00;United States
213;US;TUSCOLA;Unionville;43.61,-83.36;O3;AirNow;ppm;0.032;2021-08-06T12:00:00+02:00;United States
214;US;AVERY;Cranberry;36.1058,-82.0454;O3;AirNow;ppm;0.036;2021-08-06T12:00:00+02:00;United States
215;US;Bangor;Holden;44.736465,-68.671143;O3;AirNow;ppm;0.016;2021-08-06T12:00:00+02:00;United States
216;US;San Francisco-Oakland-Fremont;Richmond - 7th St;37.9478,-122.3636;SO2;AirNow;ppm;0.001;2021-08-06T12:00:00+02:00;United States
217;US;CONVERSE;Converse County Long;43.1,-105.5;PM10;AirNow;µg/m³;25.0;2021-08-06T11:00:00+02:00;United States
218;US;Riverside-San Bernardino-Ontario;Riverside - Rubidoux;33.999449,-117.415831;SO2;AirNow;ppm;0.001;2021-08-06T11:00:00+02:00;United States
221;US;Omaha-Council Bluffs;16th and Whitmore;41.322472,-95.937992;SO2;AirNow;ppm;0.001;2021-08-06T06:00:00+02:00;United States
223;NO;Bodø;Olav V gate;67.275501,14.419057;PM2.5;Norway;µg/m³;3.122922;2021-08-06T13:00:00+02:00;Norway
224;NO;Bodø;Olav V gate;67.275501,14.419057;PM10;Norway;µg/m³;6.675392;2021-08-06T13:00:00+02:00;Norway
225;NO;Brumunddal;Ringsakervegen;60.88593,10.93785;PM2.5;Norway;µg/m³;5.4;2021-08-06T13:00:00+02:00;Norway
226;NO;Hamar;Vangsveien, Hamar;60.79646,11.09777;NO2;Norway;µg/m³;12.230414;2021-08-06T13:00:00+02:00;Norway
227;NO;Grenland;Lensmannsdalen;59.1593,9.63573;NO2;Norway;µg/m³;9.352523;2021-08-06T13:00:00+02:00;Norway
228;NO;Tromsø;Hansjordnesbukta;69.65625,18.96372;PM10;Norway;µg/m³;18.81;2021-08-06T13:00:00+02:00;Norway
229;NO;Drammen;Bangeløkka;59.73327,10.21167;NO2;Norway;µg/m³;11.797853;2021-08-06T13:00:00+02:00;Norway
230;NO;Bærum;E18 Høvik kirke;59.89882251,10.57586119;NO2;Norway;µg/m³;31.18224;2021-08-06T13:00:00+02:00;Norway
231;PL;Szczecin;Szczecin_Andrzejewskiego;53.380975,14.663347;O3;GIOS;µg/m³;100.763;2021-08-06T14:00:00+02:00;Poland
232;PL;Lubliniec;Lubliniec, ul. ks. Szymały;50.675693,18.682065;SO2;GIOS;µg/m³;6.66189;2021-08-06T14:00:00+02:00;Poland
